area,aspect_ratio,bbox_json,border_fg_ratio,category,component_count,contrast_range,dhash,exact_hash,fg_fraction,gray_p05,gray_p95,gray_std,height,horizontal_line_fraction,horizontal_line_rows,horizontal_line_width_fraction,image_path,level,line_id,max_row_occupancy,page_id,page_key,pixels_per_char,sample_id,split,suspicion_reasons,suspicion_score,suspicious,text,text_len,threshold_used,touches_bottom,touches_left,touches_right,touches_top,touching_sides,width,width_per_char,calibration_stratum
8128,1.984375,,0.0,pupil_text,3,204.0,011b2f2b134b6f56,ad32c6a9de74003fcb57b0e5491ffd440cf63120,0.1327509842519685,51.0,255.0,70.73688412862171,64,0.22613531047265986,3,0.7244094488188977,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0228056.png,word,,0.7244094488188977,,,2709.3333333333335,school_notebooks_train_0228056,train,probable_horizontal_ruling,3,1,тот,3,120,0,0,0,0,0,127,42.333333333333336,line_medium
4608,1.125,,0.0,pupil_text,5,137.0,b919535b3b202b68,fd3c579b698116801827af90e213c4e037d1e308,0.09375,118.0,255.0,47.414471089828936,64,0.28935185185185186,3,0.8055555555555556,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0153212.png,word,,0.8055555555555556,,,1152.0,school_notebooks_train_0153212,train,probable_horizontal_ruling,3,1,ед.ч,4,145,0,0,0,0,0,72,18.0,line_medium
7744,1.890625,,0.0,pupil_text,1,171.0,003d5d4b5f901b18,12a89e7738b0ce466f51152fdfb1e6f927f20f37,0.28357438016528924,84.0,255.0,67.07401740241436,64,0.7299635701275046,19,0.8677685950413223,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0169788.png,word,,0.8512396694214877,,,1290.6666666666667,school_notebooks_train_0169788,train,probable_horizontal_ruling,3,1,хорошо,6,145,0,0,0,0,0,121,20.166666666666668,line_high
6144,1.5,,0.0,pupil_comment,5,174.0,182f261f1b337756,9e13d2a566a27f6ac11f0d5430f95aa691f04450,0.21044921875,81.0,255.0,62.29776564374615,64,0.03789636504253674,1,0.5104166666666666,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0249164.png,word,,0.5104166666666666,,,1536.0,school_notebooks_train_0249164,train,,0,0,т.п.,4,145,0,0,0,0,0,96,24.0,line_low
5120,1.25,,0.0,pupil_comment,3,187.0,131b371737250100,cdefbb5d62c2300ea47601a925254058c22967fe,0.2216796875,68.0,255.0,68.23653121878274,64,0.4052863436123348,9,0.7,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0200886.png,word,,0.7,,,2560.0,school_notebooks_train_0200886,train,very_short_text;probable_horizontal_ruling,4,1,п.,2,145,0,0,0,0,0,80,40.0,short_text_line_candidate
9088,2.21875,,0.0,pupil_text,6,196.0,3837293963070341,6b47b3dbda2f709f736eec6fefeae73c2932168d,0.14337588028169015,59.0,255.0,65.85878580111942,64,0.21488871834228704,3,0.7183098591549296,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0281114.png,word,,0.7183098591549296,,,4544.0,school_notebooks_val_0281114,val,very_short_text;probable_horizontal_ruling,4,1,не,2,145,0,0,0,0,0,142,71.0,short_text_line_candidate
16000,3.90625,,0.0,pupil_text,1,195.0,406335654b496040,62e49f841218f70397aa76cf94a5e22408378305,0.1559375,60.0,255.0,63.74714091321567,64,0.3270541082164329,6,0.924,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0264948.png,word,,0.836,,,2666.6666666666665,school_notebooks_train_0264948,train,probable_horizontal_ruling,3,1,птичка,6,145,0,0,0,0,0,250,41.666666666666664,line_high
12224,2.984375,,0.0,pupil_text,1,196.0,901153014bca8b9b,4b695c2b4357f96d770c9c9cc7c9982dee5e9534,0.17784685863874344,58.0,254.0,64.2600549447468,64,0.04645814167433303,1,0.5287958115183246,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0021877.png,word,,0.774869109947644,,,1746.2857142857142,school_notebooks_train_0021877,train,long_horizontal_structure,2,1,"рощице,",7,145,0,0,0,0,0,191,27.285714285714285,line_low
10368,2.53125,,0.0,pupil_text,6,183.0,70792d4b75c0d280,5854a3eba542fc51117f7e1ecdc64ab5ebddd500,0.23157793209876543,72.0,255.0,66.43609090071737,64,0.15077051228654728,4,0.9197530864197531,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0237410.png,word,,0.8703703703703703,,,1296.0,school_notebooks_train_0237410,train,probable_horizontal_ruling,3,1,"речонки,",8,145,0,0,0,0,0,162,20.25,line_medium
15744,3.84375,,0.0,pupil_text,1,176.0,0c2f2f2d3d3bb879,3428f798f236f6d14d98a9f4ece15f48bb481544,0.3288236788617886,79.0,255.0,68.95446160179216,64,0.5796793509754684,18,0.9024390243902439,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0009364.png,word,,0.8902439024390244,,,1312.0,school_notebooks_train_0009364,train,probable_horizontal_ruling,3,1,разобраться.,12,145,0,0,0,0,0,246,20.5,line_high
4736,1.15625,,0.0,pupil_text,2,169.0,181a1a3e1f1d4109,35bc9831de6ee024aa2d54875da1914df11a2688,0.09016047297297297,86.0,255.0,56.80883746043296,64,0.1920374707259953,2,0.6486486486486487,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0242811.png,word,,0.6486486486486487,,,2368.0,school_notebooks_train_0242811,train,very_short_text;probable_horizontal_ruling,4,1,"е,",2,145,0,0,0,0,0,74,37.0,short_text_line_candidate
4224,1.03125,,0.0,pupil_text,1,203.85,8333172f2d5b5366,ea70dab9ea1832e8ea8cd05cac852795fd0e64e8,0.2040719696969697,50.150000000000006,254.0,68.85548495827338,64,0.12180974477958237,3,0.7272727272727273,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0299368.png,word,,0.7272727272727273,,,2112.0,school_notebooks_test_0299368,test,very_short_text;probable_horizontal_ruling,4,1,на,2,145,0,0,0,0,0,66,33.0,short_text_line_candidate
5824,1.421875,,0.0,pupil_text,2,149.84999999999997,0f6d0313190b3f23,5b8411d8f737408d99c5792739010bf7c87a2b36,0.06576236263736264,104.15000000000003,254.0,44.84938052849237,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0141921.png,word,,0.25274725274725274,,,2912.0,school_notebooks_train_0141921,train,very_short_text,1,0,№3,2,145,0,0,0,0,0,91,45.5,short_text_no_line
10688,2.609375,,0.0,pupil_text,2,144.0,090101596d676052,b4846d8b53763f3685ed095e2eb15202cee0559d,0.1217252994011976,110.0,254.0,57.23167007462423,64,0.15219062259800153,2,0.6287425149700598,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0045877.png,word,,0.874251497005988,,,890.6666666666666,school_notebooks_train_0045877,train,probable_horizontal_ruling,3,1,одиночество.,12,145,0,0,0,0,0,167,13.916666666666666,line_medium
4096,1.0,,0.0,pupil_text,1,205.0,737b232d606b6850,992e9499fe5e6aab4820d7b4efcd79f2128b2895,0.26953125,50.0,255.0,73.19464381663016,64,0.6132246376811594,16,0.828125,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0178864.png,word,,0.796875,,,1024.0,school_notebooks_train_0178864,train,probable_horizontal_ruling,3,1,дела,4,145,0,0,0,0,0,64,16.0,line_high
5760,1.40625,,0.0,pupil_text,6,179.05,103f2317270f1303,e2cab8ac4c2c4041d9dabf6731c38507c57aea52,0.3072916666666667,74.94999999999999,254.0,66.24658933739737,64,0.2751412429378531,10,0.7666666666666667,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0321907.png,word,,0.7555555555555555,,,2880.0,school_notebooks_test_0321907,test,very_short_text;probable_horizontal_ruling,4,1,не,2,145,0,0,0,0,0,90,45.0,short_text_line_candidate
11008,2.6875,,0.0,pupil_text,5,135.0,407147513131236b,53b088e5bd20878bff8d0aa2c277bd9a0514ee91,0.17332848837209303,120.0,255.0,52.738132228036356,64,0.1960167714884696,3,0.813953488372093,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0309536.png,word,,0.813953488372093,,,1834.6666666666667,school_notebooks_test_0309536,test,probable_horizontal_ruling,3,1,шестое,6,145,0,0,0,0,0,172,28.666666666666668,line_medium
10624,2.59375,,0.0,pupil_text,4,153.0,4406072545497f0f,28a3027ff12ce5de5e726ec32314dd0c12fbf3b6,0.14815512048192772,102.0,255.0,55.30909129674117,64,0.25921219822109276,4,0.7530120481927711,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0309579.png,word,,0.7228915662650602,,,1328.0,school_notebooks_test_0309579,test,probable_horizontal_ruling,3,1,условное,8,145,0,0,0,0,0,166,20.75,line_medium
7296,1.78125,,0.0,pupil_text,6,176.25,2c39333537532906,f04693363a37700b7eaae8e0928b985f48d0040a,0.1289747807017544,78.75,255.0,54.452842627730305,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0199829.png,word,,0.5526315789473685,,,3648.0,school_notebooks_train_0199829,train,very_short_text,1,0,на,2,145,0,0,0,0,0,114,57.0,short_text_no_line
4224,1.03125,,0.0,pupil_text,3,225.0,6054193c77532100,44c5860360d3e80e78d828d6cbee3dd69fa8350d,0.15009469696969696,29.0,254.0,71.49319185082526,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0140497.png,word,,0.5757575757575758,,,2112.0,school_notebooks_train_0140497,train,very_short_text,1,0,на,2,145,0,0,0,0,0,66,33.0,short_text_no_line
4096,1.0,,0.0,pupil_text,1,211.0,4c0f931b173f0706,1d5958e7d7ff2c6f25ef2c66855611a374b3bc2c,0.46337890625,44.0,255.0,94.88099033809426,64,0.9636459430979979,48,0.796875,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0229209.png,word,,0.671875,,,2048.0,school_notebooks_train_0229209,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,по,2,120,0,0,0,0,0,64,32.0,foreground_heavy
5952,1.453125,,0.0,pupil_text,1,212.0,0c2f27352d53772c,bc38ff967a7606839635076ec4554b858c4fe5e8,0.16901881720430106,43.0,255.0,71.19396170652713,64,0.24652087475149106,4,0.8494623655913979,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0239820.png,word,,0.8494623655913979,,,2976.0,school_notebooks_train_0239820,train,very_short_text;probable_horizontal_ruling,4,1,не,2,120,0,0,0,0,0,93,46.5,short_text_line_candidate
12352,3.015625,,0.0,pupil_text,6,177.0,c4595c57154d253f,c8e3fedad99c503cc122f4c6a9b4643c5fd16465,0.16645077720207255,77.0,254.0,62.02153792080726,64,0.07684824902723736,2,0.5492227979274611,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0057698.png,word,,0.5854922279792746,,,1235.2,school_notebooks_train_0057698,train,,0,0,перебежчик,10,145,0,0,0,0,0,193,19.3,line_low
13120,3.203125,,0.0,pupil_text,2,192.04999999999995,0025256353517d00,1c06c49e6dfbdc9be7d8982d18ebb197aa737580,0.33490853658536585,62.950000000000045,255.0,72.02790284387376,64,0.432407828857533,13,0.9121951219512195,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0245333.png,word,,0.9121951219512195,,,3280.0,school_notebooks_train_0245333,train,probable_horizontal_ruling,3,1,так.,4,145,0,0,0,0,0,205,51.25,line_high
8960,2.1875,,0.0,pupil_text,2,166.0,4421494919253d00,524fd6160d29f830066d7e68ad765a9c9f5eb98f,0.12667410714285715,89.0,255.0,56.76384142029927,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0302932.png,word,,0.35,,,1792.0,school_notebooks_test_0302932,test,,0,0,соков,5,145,0,0,0,0,0,140,28.0,line_none
19264,4.703125,,0.0,pupil_text,3,164.0,3c3f646d4d511345,f61ce7b0f01aa5808ef655338153fe6a072aeaee,0.16076619601328904,91.0,255.0,51.981913422408546,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0150702.png,word,,0.43853820598006643,,,3852.8,school_notebooks_train_0150702,train,,0,0,ясная,5,145,0,0,0,0,0,301,60.2,line_none
10752,2.625,,0.0,pupil_text,2,203.0,0323634d7c014501,c74307d867d35d0cff42d9c3da14a188da9b5267,0.25362723214285715,52.0,255.0,69.72228716182052,64,0.3557022368903557,11,0.9047619047619048,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0147981.png,word,,0.9047619047619048,,,1536.0,school_notebooks_train_0147981,train,probable_horizontal_ruling,3,1,"некого,",7,145,0,0,0,0,0,168,24.0,line_high
15424,3.765625,,0.0,pupil_text,1,213.0,04213333670d2503,f4fc1a9153548b6302d3917188194900f73458bd,0.15145228215767634,42.0,255.0,65.99837036414019,64,0.03638698630136986,1,0.35269709543568467,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0203839.png,word,,0.5145228215767634,,,2203.4285714285716,school_notebooks_train_0203839,train,,0,0,полетел,7,145,0,0,0,0,0,241,34.42857142857143,line_low
12032,2.9375,,0.0,pupil_text,3,217.0,070733155943c581,0be982f137bdb97a0ee1849f6896c94e929232a0,0.17087765957446807,38.0,255.0,65.81682410017272,64,0.08073929961089495,2,0.6542553191489362,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0204091.png,word,,0.601063829787234,,,1336.888888888889,school_notebooks_train_0204091,train,,0,0,"решённая,",9,145,0,0,0,0,0,188,20.88888888888889,line_low
5568,1.359375,,0.0,pupil_text,1,208.64999999999998,15898b15170f7f70,f0871b0977906134cb54502fc016dca9adcd7c8a,0.15301724137931033,45.35000000000002,254.0,64.52994475197175,64,0.13615023474178403,2,0.6781609195402298,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0023187.png,word,,0.6666666666666666,,,2784.0,school_notebooks_train_0023187,train,very_short_text;probable_horizontal_ruling,4,1,по,2,145,0,0,0,0,0,87,43.5,short_text_line_candidate
9152,2.234375,,0.0,pupil_text,3,214.0,8647575747575309,0ad963c7d4104228eef30af51c703323d802c914,0.35478583916083917,41.0,255.0,75.61056823148392,64,0.29196181090237144,11,0.8741258741258742,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0194158.png,word,,0.8741258741258742,,,1144.0,school_notebooks_train_0194158,train,foreground_heavy;probable_horizontal_ruling,6,1,письмен-,8,120,0,0,0,0,0,143,17.875,foreground_heavy
10240,2.5,,0.0,pupil_text,9,198.0,3833636b5b492d11,ed8842d636126a96db753450c5d1588eecc50684,0.21376953125,57.0,255.0,64.1519132591957,64,0.29419826404751026,5,0.86875,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0177539.png,word,,0.86875,,,2560.0,school_notebooks_train_0177539,train,probable_horizontal_ruling,3,1,607-,4,145,0,0,0,0,0,160,40.0,line_medium
7744,1.890625,,0.0,pupil_text,2,193.0,498e172b3b474303,d53159df66712a9c25741da250272608be49f7fb,0.24005681818181818,62.0,255.0,74.36336923681858,64,0.3410435718128026,9,0.8347107438016529,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0277535.png,word,,0.8264462809917356,,,2581.3333333333335,school_notebooks_val_0277535,val,probable_horizontal_ruling,3,1,был,3,120,0,0,0,0,0,121,40.333333333333336,line_high
4096,1.0,,0.0,pupil_comment,2,166.25,8227232f230e8e0c,58452b8a3fa5d9919813545de844792a175c4243,0.149169921875,87.75,254.0,57.56443285466874,64,0.2225859247135843,4,0.6875,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0090499.png,word,,0.6875,,,2048.0,school_notebooks_train_0090499,train,very_short_text;probable_horizontal_ruling,4,1,ед,2,145,0,0,0,0,0,64,32.0,short_text_line_candidate
4928,1.203125,,0.0,teacher_comment,3,145.0,0e0e2b5155373031,b067e66d6abbad437a4b12bedc163a82755b2c15,0.1101866883116883,110.0,255.0,52.56156085968194,64,0.3406998158379374,4,0.8831168831168831,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0141983.png,word,,0.8831168831168831,,,1232.0,school_notebooks_train_0141983,train,probable_horizontal_ruling,3,1,5/5-,4,145,0,0,0,0,0,77,19.25,line_high
7872,1.921875,,0.0,pupil_text,1,141.0,42060f23174d2f50,5868298609650f0d87e1c3554000d9ce160bbd42,0.12474593495934959,114.0,255.0,53.95973954909907,64,0.25661914460285135,3,0.8536585365853658,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0082450.png,word,,0.8455284552845529,,,3936.0,school_notebooks_train_0082450,train,very_short_text;probable_horizontal_ruling,4,1,ли,2,145,0,0,0,0,0,123,61.5,short_text_line_candidate
6720,1.640625,,0.0,pupil_text,1,203.0,4c8f9b19193b3f3c,4683df1fca83400a1e106b7b2aea9b6724ff164a,0.49508928571428573,51.0,254.0,83.6544435948248,64,0.957619477006312,44,0.8857142857142857,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0027532.png,word,,0.8095238095238095,,,3360.0,school_notebooks_train_0027532,train,very_short_text;foreground_heavy;probable_horizontal_ruling,7,1,я-,2,120,0,0,0,0,0,105,52.5,foreground_heavy
9088,2.21875,,0.0,pupil_text,1,195.0,0903437357551905,12a091f77c20af01d62bad468211dbdcfe65d420,0.15602992957746478,60.0,255.0,62.25793920336539,64,0.06488011283497884,1,0.647887323943662,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0315867.png,word,,0.7816901408450704,,,2272.0,school_notebooks_test_0315867,test,long_horizontal_structure,2,1,небо,4,145,0,0,0,0,0,142,35.5,line_low
4096,1.0,,0.0,pupil_text,2,98.25,5060343a3a3a1a60,cbf7e2b80908e14340639bf8ee10dc825f021821,0.04248046875,156.75,255.0,40.43972758034432,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0194259.png,word,,0.140625,,,2048.0,school_notebooks_train_0194259,train,very_short_text,1,0,1.,2,145,0,0,0,0,0,64,32.0,short_text_no_line
8000,1.953125,,0.0,pupil_text,1,231.0,7c7f290951c1d0c0,6605056d7124a16ea1499958d60ed3b93c59dac3,0.2095,24.0,255.0,75.2508657175077,64,0.2386634844868735,4,0.936,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0262631.png,word,,0.936,,,1142.857142857143,school_notebooks_train_0262631,train,probable_horizontal_ruling,3,1,длинны.,7,145,0,0,0,0,0,125,17.857142857142858,line_medium
9664,2.359375,,0.0,pupil_text,2,197.84999999999997,007f7d676b6949ba,88a0f9fcf9d4a55acdcd4d63bf4ff8e0ef1a4bee,0.41007864238410596,57.150000000000034,255.0,79.99836281563056,64,0.4168559172344184,21,0.8344370860927153,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0312113.png,word,,0.8211920529801324,,,1610.6666666666667,school_notebooks_test_0312113,test,foreground_heavy;probable_horizontal_ruling,6,1,лапоть,6,120,0,0,0,0,0,151,25.166666666666668,foreground_heavy
9856,2.40625,,0.0,pupil_text,1,213.0,6068687c2f05413f,0accc8183cb285d9cd539a0cbed0815233a89acf,0.18191964285714285,41.0,254.0,68.68710934547333,64,0.16675962074735082,3,0.935064935064935,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0224115.png,word,,0.8896103896103896,,,1642.6666666666667,school_notebooks_train_0224115,train,probable_horizontal_ruling,3,1,раньше,6,145,0,0,0,0,0,154,25.666666666666668,line_medium
4672,1.140625,,0.0,pupil_text,7,121.0,0c264e9e132f4f2e,2dbb22a26909d2d94f5abcdbf00443185d319031,0.055222602739726026,134.0,255.0,41.48970245846686,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0029735.png,word,,0.1643835616438356,,,2336.0,school_notebooks_train_0029735,train,very_short_text,1,0,на,2,145,0,0,0,0,0,73,36.5,short_text_no_line
10688,2.609375,,0.0,pupil_text,2,173.0,387e66275f5d7900,f99ac7d883d9a64fb0d70bee6b1ac435fe97c5fe,0.20069236526946108,82.0,255.0,70.8510141419991,64,0.22004662004662004,4,0.8922155688622755,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0086671.png,word,,0.8922155688622755,,,2672.0,school_notebooks_train_0086671,train,probable_horizontal_ruling,3,1,"тем,",4,120,0,0,0,0,0,167,41.75,line_medium
5696,1.390625,,0.0,pupil_comment,4,192.0,4087131b0b8b9f00,f4e3f843f05ed0c49f4902e824c39eff7215e48e,0.2148876404494382,63.0,255.0,68.03572710371745,64,0.03022875816993464,1,0.4157303370786517,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0270719.png,word,,0.4943820224719101,,,2848.0,school_notebooks_val_0270719,val,very_short_text,1,0,гл,2,145,0,0,0,0,0,89,44.5,short_text_no_line
4736,1.15625,,0.0,pupil_text,2,214.0,313623272b4b577e,740d625c1e9c26f0513199cafa17eac7f87487a5,0.23796452702702703,41.0,255.0,73.5590199419879,64,0.023070097604259095,1,0.35135135135135137,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0148484.png,word,,0.4864864864864865,,,1184.0,school_notebooks_train_0148484,train,,0,0,весь,4,145,0,0,0,0,0,74,18.5,line_low
11648,2.84375,,0.0,pupil_text,2,179.0,037b6353566f7d32,c518cd753b5efb60c8214e925cd850f40c3274ad,0.09950206043956043,75.0,254.0,51.75606784199291,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0001279.png,word,,0.36813186813186816,,,1294.2222222222222,school_notebooks_train_0001279,train,,0,0,"ярослава,",9,145,0,0,0,0,0,182,20.22222222222222,line_none
16256,3.96875,,0.0,pupil_text,1,170.0,426061094b775f80,6025dcd14ecdee0c69cedae7ad4bb95816a12d8f,0.1357652559055118,85.0,255.0,54.99019965442542,64,0.043044857272315364,1,0.37401574803149606,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0006995.png,word,,0.562992125984252,,,2032.0,school_notebooks_train_0006995,train,,0,0,тихонько,8,145,0,0,0,0,0,254,31.75,line_low
4096,1.0,,0.0,pupil_text,1,134.0,981f1b331b0b3726,7c9e1bf3dcd925e22ee05bd658de34100ebf85f2,0.072998046875,121.0,255.0,51.71827830304097,64,0.13043478260869565,1,0.609375,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0307792.png,word,,0.609375,,,2048.0,school_notebooks_test_0307792,test,very_short_text;probable_horizontal_ruling,4,1,5.,2,145,0,0,0,0,0,64,32.0,short_text_line_candidate
7872,1.921875,,0.0,pupil_text,1,202.0,19903f6757336372,620a79f3136c7831a73fa5f46471e6e8dc66fc00,0.38185975609756095,53.0,255.0,83.8408356679967,64,0.6823020625415835,21,0.943089430894309,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0323269.png,word,,0.9349593495934959,,,1312.0,school_notebooks_test_0323269,test,foreground_heavy;probable_horizontal_ruling,6,1,произ-,6,120,0,0,0,0,0,123,20.5,foreground_heavy
5824,1.421875,,0.0,pupil_text,3,196.0,303f2b3b27430101,9cd70c05e56f0a6bcf92eca3bf9b37771da9ac92,0.15504807692307693,59.0,255.0,65.90766011430937,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0298525.png,word,,0.38461538461538464,,,2912.0,school_notebooks_test_0298525,test,very_short_text,1,0,не,2,145,0,0,0,0,0,91,45.5,short_text_no_line
4800,1.171875,,0.0,pupil_comment,3,191.0,2506072b0b5b161e,dc8b7c9bffe928664c13bbcb76d7f0f102719aaf,0.18229166666666666,64.0,255.0,72.6887003626882,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0282952.png,word,,0.48,,,2400.0,school_notebooks_val_0282952,val,very_short_text,1,0,п.,2,120,0,0,0,0,0,75,37.5,short_text_no_line
10048,2.453125,,0.0,pupil_text,8,173.0,0723591d27531b3f,97c401879189ac7b96f110fa320d61141077b70b,0.10688694267515923,82.0,255.0,49.96904735201042,64,0.1564245810055866,2,0.7388535031847133,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0026713.png,word,,0.7197452229299363,,,1674.6666666666667,school_notebooks_train_0026713,train,probable_horizontal_ruling,3,1,спелый,6,145,0,0,0,0,0,157,26.166666666666668,line_medium
9344,2.28125,,0.0,pupil_text,5,191.0,383f1b2b2f2b2101,143acffd870368cdc2ba965d46fb60e3fc8f6661,0.3278039383561644,64.0,255.0,68.03307708594363,64,0.2347371857655893,6,0.8493150684931506,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_test_0304620.png,word,,0.8356164383561644,,,2336.0,school_notebooks_test_0304620,test,probable_horizontal_ruling,3,1,меня,4,145,0,0,0,0,0,146,36.5,line_medium
20416,4.984375,,0.0,pupil_text,5,186.25,0050535b5d69c0e1,5c40333bfc3381b59b95ee705d8cab12529c8f53,0.10227272727272728,68.75,255.0,60.21546493964334,64,0.0,0,0.0,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_val_0274162.png,word,,0.3542319749216301,,,1856.0,school_notebooks_val_0274162,val,,0,0,персонажей.,11,145,0,0,0,0,0,319,29.0,line_none
4544,1.109375,,0.0,pupil_text,2,163.0,181d0c174715231b,1bb60055372787c142c48e9eb407bd5bc44d32b0,0.10123239436619719,92.0,255.0,50.77650675969357,64,0.06304347826086956,1,0.4084507042253521,/home/galetka/Documents/Programming/hi-csg-r/data/processed/school_notebooks/ocr_images/school_notebooks_train_0176725.png,word,,0.5774647887323944,,,2272.0,school_notebooks_train_0176725,train,very_short_text,1,0,за,2,145,0,0,0,0,0,71,35.5,short_text_no_line
